"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}";
/about;20120529;0;10;17.894.444.444.444.400;22;3221.0;10;
/about;20120530;1;7;260.8;12;2608.0;7;
/about;20120531;0;3;14.0;3;28.0;3;
/about;20120601;0;1;16.0;1;16.0;1;
/about;20120602;0;3;14.5;4;29.0;3;
/about;20120603;1;4;16.5;6;66.0;4;
/about;20120604;0;8;204.25;10;817.0;8;
/about;20120605;1;7;55.7;12;557.0;7;
/about;20120606;0;4;10.125;8;81.0;5;
/about;20120607;1;9;112.0;10;672.0;10;
/about;20120608;2;6;264.4;8;1322.0;6;
/about;20120609;0;4;13.0;4;39.0;4;
/about;20120610;0;2;28.666.666.666.666.600;3;86.0;2;
/about;20120611;4;16;7.315.789.473.684.210;22;1390.0;16;
/about;20120612;2;10;20.0;15;220.0;10;
/about;20120613;0;6;104.4;7;522.0;6;
/about;20120614;0;5;20.5;5;41.0;5;
/about;20120615;1;5;55.333.333.333.333.300;9;332.0;5;
/about;20120616;0;1;24.0;1;24.0;1;
/about;20120617;2;6;46.0;8;276.0;7;
/about;20120618;1;3;34.0;4;34.0;3;
/about;20120619;0;9;14.857.142.857.142.800;11;104.0;9;
/about;20120620;1;4;17.25;6;69.0;4;
/about;20120621;0;5;50.25;6;201.0;5;
/about;20120622;1;3;3.0;3;3.0;3;
/about;20120623;0;1;26.0;1;26.0;1;
/about;20120624;0;6;93.0;6;372.0;6;
/about;20120625;1;4;72.4;6;362.0;4;
/about;20120626;0;1;0.0;1;0.0;1;
/about;20120627;0;1;33.0;1;33.0;1;
/about;20120628;0;5;5.657.142.857.142.850;8;396.0;5;
/about;20120629;0;5;175.0;5;525.0;5;
/about;20120630;0;2;7.0;2;7.0;2;
/about;20120701;1;2;10.0;3;20.0;2;
/about;20120702;0;1;78.5;2;157.0;1;
/about;20120703;1;7;6.477.777.777.777.770;11;583.0;7;
/about;20120704;0;6;15.454.545.454.545.400;11;170.0;6;
/about;20120705;0;2;165.0;2;165.0;2;
/about;20120706;0;5;116.2;6;581.0;5;
/about;20120707;1;1;0.0;1;0.0;1;
/about;20120709;1;4;30.0;4;90.0;4;
/about;20120710;1;7;21.333.333.333.333.300;10;128.0;7;
/about;20120711;0;4;16.733.333.333.333.300;5;502.0;4;
/about;20120712;0;2;24.0;2;48.0;2;
/about;20120713;0;9;92.6;11;926.0;9;
/about;20120714;0;3;7.0;3;7.0;3;
/about;20120715;0;1;56.5;2;113.0;1;
/about;20120716;0;1;0.0;1;0.0;1;
/about;20120717;1;6;62.166.666.666.666.600;9;373.0;6;
/about;20120718;0;6;91.0;6;91.0;6;
/about;20120719;1;6;174.0;6;522.0;6;
/about;20120720;1;6;20.666.666.666.666.600;7;124.0;6;
/about;20120721;1;3;6.0;4;18.0;3;
/about;20120723;0;1;35.0;2;35.0;1;
/about;20120724;0;3;15.0;3;30.0;3;
/about;20120725;0;3;8.5;3;17.0;3;
/about;20120726;2;3;28.5;6;114.0;4;
/about;20120727;0;2;4.013.333.333.333.330;3;1204.0;3;
/about;20120728;1;1;0.0;1;0.0;1;
/about;20120729;0;2;37.25;4;149.0;2;
/about;20120730;0;1;0.0;1;0.0;1;
/about;20120731;1;7;357.2;8;1786.0;7;
/about;20120801;0;3;28.0;4;112.0;3;
/about;20120802;1;2;6.0;2;6.0;2;
/about;20120803;0;2;16.0;3;16.0;2;
/about;20120804;0;5;13.833.333.333.333.300;7;83.0;5;
/about;20120805;0;3;21.0;4;63.0;3;
/about;20120806;1;5;21.2;6;106.0;5;
/about;20120807;0;3;25.0;3;25.0;3;
/about;20120808;0;1;0.0;1;0.0;1;
/about;20120809;0;2;31.0;3;93.0;2;
/about;20120810;1;4;259.5;4;519.0;4;
/about;20120812;3;13;16.022.222.222.222.200;15;1442.0;13;
/about;20120813;6;13;3.630.769.230.769.230;18;472.0;13;
/about;20120814;0;1;26.0;1;26.0;1;
/about;20120815;1;3;32.333.333.333.333.300;3;97.0;3;
/about;20120816;1;1;36.0;1;36.0;1;
/about;20120817;0;1;59.0;1;59.0;1;
/about;20120818;0;2;7.0;2;7.0;2;
/about;20120819;2;2;34.0;2;34.0;2;
/about;20120820;1;4;145.0;7;870.0;4;
/about;20120821;3;6;97.0;7;97.0;6;
/about;20120822;0;6;31.857.142.857.142.800;8;223.0;6;
/about;20120823;2;7;2.631.666.666.666.660;9;1579.0;8;
/about;20120824;1;3;45.5;4;182.0;4;
/about;20120825;0;2;8.733.333.333.333.330;3;262.0;2;
/about;20120826;1;2;244.0;3;488.0;2;
/about;20120827;0;5;24.0;7;96.0;5;
/about;20120828;1;5;26.6;5;133.0;5;
/about;20120829;1;7;27.666.666.666.666.600;7;83.0;7;
/about;20120830;0;4;40.4;5;202.0;4;
/about;20120831;0;2;587.0;2;587.0;2;
/about;20120901;0;1;24.333.333.333.333.300;3;73.0;1;
/about;20120902;0;1;0.0;1;0.0;1;
/about;20120903;0;3;19.5;6;78.0;3;
/about;20120904;2;11;19.785.714.285.714.200;20;277.0;11;
/about;20120905;0;4;45.25;5;181.0;4;
/about;20120906;0;5;48.375;8;387.0;5;
/about;20120907;2;5;60.142.857.142.857.100;8;421.0;5;
/about;20120908;1;4;14.5;5;58.0;4;
/about;20120909;0;1;0.0;1;0.0;1;
/about;20120910;0;2;71.0;3;71.0;2;
/about;20120911;1;5;30.75;5;123.0;5;
/about;20120912;1;4;63.0;5;252.0;4;
/about;20120913;2;2;6.0;4;18.0;4;
/about;20120914;0;2;12.466.666.666.666.600;4;374.0;2;
/about;20120915;0;8;26.0;8;78.0;8;
/about;20120916;0;4;94.0;5;94.0;4;
/about;20120917;1;2;99.0;2;99.0;2;
/about;20120918;0;1;51.0;1;51.0;1;
/about;20120919;0;6;25.5;8;102.0;7;
/about;20120920;0;3;30.0;5;90.0;3;
/about;20120921;3;9;5.757.142.857.142.850;13;403.0;10;
/about;20120922;2;5;50.0;6;100.0;5;
/about;20120923;2;6;105.5;8;422.0;6;
/about;20120924;0;7;77.0;7;462.0;7;
/about;20120925;3;12;174.5;22;2443.0;14;
/about;20120926;1;9;1.911.818.181.818.180;14;2103.0;12;
/about;20120927;4;22;180.1;31;3602.0;24;
/about;20120928;2;6;486.2;9;2431.0;8;
/about;20120929;0;4;90.0;6;360.0;4;
/about;20120930;0;2;10.0;2;20.0;2;
/about;20121001;1;11;474.375;22;759.0;11;
/about;20121002;0;6;39.333.333.333.333.300;6;236.0;6;
/about;20121003;1;5;12.833.333.333.333.300;6;77.0;5;
/about;20121004;1;6;19.625;10;157.0;6;
/about;20121005;0;1;27.0;1;27.0;1;
/about;20121006;1;5;18.25;8;146.0;5;
/about;20121007;0;3;60.0;3;120.0;3;
/about;20121008;0;3;15.75;5;63.0;3;
/about;20121009;1;8;22.0;10;176.0;8;
/about;20121010;0;5;5.5;5;11.0;5;
/about;20121011;1;3;297.0;4;891.0;3;
/about;20121012;0;2;8.25;5;33.0;2;
/about;20121013;1;4;13.0;4;26.0;4;
/about;20121014;1;2;271.5;2;543.0;2;
/about;20121015;0;4;61.666.666.666.666.600;5;185.0;4;
/about;20121016;0;5;11.666.666.666.666.600;6;35.0;5;
/about;20121017;0;4;11.116.666.666.666.600;7;667.0;4;
/about;20121018;0;5;35.666.666.666.666.600;5;107.0;5;
/about;20121019;0;4;89.0;6;267.0;4;
/about;20121020;0;2;17.25;4;69.0;2;
/about;20121021;0;2;36.0;2;36.0;2;
/about;20121022;0;1;0.0;1;0.0;1;
/about;20121023;1;2;8.0;3;8.0;3;
/about;20121024;1;2;8.0;3;8.0;3;
/about;20121025;0;2;9.0;2;18.0;2;
/about;20121026;1;8;10.772.727.272.727.200;11;1185.0;8;
/about;20121027;1;7;17.4;12;174.0;7;
/about;20121028;0;5;51.75;5;207.0;5;
/about;20121029;1;9;188.8;13;1888.0;9;
/about;20121030;0;1;0.0;1;0.0;1;
/about;20121031;0;3;16.0;3;16.0;3;
/about;20121101;0;4;25.0;4;50.0;4;
/about;20121102;0;4;8.471.428.571.428.570;9;593.0;4;
/about;20121103;0;2;20.5;4;41.0;2;
/about;20121104;0;1;44.0;1;44.0;1;
/about;20121105;1;2;0.0;2;0.0;2;
/about;20121106;0;2;72.5;3;145.0;2;
/about;20121107;0;2;10.333.333.333.333.300;5;31.0;2;
/about;20121108;0;4;34.0;4;34.0;4;
/about;20121109;0;4;328.75;5;1315.0;4;
/about;20121110;0;2;16.333.333.333.333.300;3;49.0;2;
/about;20121112;1;7;18.0;7;54.0;7;
/about;20121113;0;5;85.8;6;429.0;5;
/about;20121114;0;5;168.0;5;336.0;5;
/about;20121115;0;3;148.0;4;444.0;3;
/about;20121116;1;6;225.0;7;1125.0;6;
/about;20121117;0;1;54.0;1;54.0;1;
/about;20121118;2;1;28.5;2;57.0;2;
/about;20121119;0;2;17.0;3;34.0;2;
/about;20121120;0;2;29.75;4;119.0;2;
/about;20121121;0;5;37.5;11;300.0;6;
/about;20121122;1;2;225.0;3;675.0;2;
/about;20121123;0;5;22.242.857.142.857.100;16;3114.0;6;
/about;20121124;1;3;20.5;3;41.0;3;
/about;20121125;0;1;4.0;2;8.0;1;
/about;20121126;3;6;7.5;6;30.0;6;
/about;20121127;1;4;6.866.666.666.666.660;4;206.0;4;
/about;20121128;0;4;20.666.666.666.666.600;5;62.0;4;
/about;20121129;1;1;33.0;1;33.0;1;
/about;20121130;1;5;19.833.333.333.333.300;8;119.0;5;
/about;20121201;1;2;31.5;3;63.0;2;
/about;20121202;0;1;0.0;1;0.0;1;
/about;20121203;0;2;40.0;2;40.0;2;
/about;20121204;0;3;13.333.333.333.333.300;3;40.0;3;
/about;20121206;0;6;92.4;8;462.0;6;
/about;20121207;0;3;0.0;3;0.0;3;
/about;20121208;1;4;37.8;5;189.0;4;
/about;20121209;0;2;0.0;2;0.0;2;
/about;20121210;0;3;27.0;4;108.0;3;
/about;20121211;0;4;21.066.666.666.666.600;5;632.0;4;
/about;20121212;1;3;34.0;5;68.0;3;
/about;20121214;2;7;16.6;11;166.0;7;
/about;20121215;0;1;0.0;1;0.0;1;
/about;20121216;0;2;0.0;2;0.0;2;
/about;20121217;0;1;5.0;1;5.0;1;
/about;20121218;0;3;20.0;3;40.0;3;
/about;20121219;0;1;3.0;1;3.0;1;
/about;20121220;0;2;26.0;3;78.0;2;
/about;20121221;0;1;6.0;1;6.0;1;
/about;20121224;1;3;16.5;3;33.0;3;
/about;20121225;0;2;16.0;2;16.0;2;
/about;20121226;0;3;31.0;3;62.0;3;
/about;20121227;0;1;0.0;1;0.0;1;
/about;20121228;1;3;74.0;3;74.0;3;
/about;20121229;1;5;60.8;6;304.0;5;
/about;20121230;0;6;27.166.666.666.666.600;7;163.0;6;
/about;20121231;0;2;79.0;2;158.0;2;
/about;20130101;1;2;59.0;2;59.0;2;
/about;20130102;0;2;0.0;2;0.0;2;
/about;20130103;0;3;31.307.692.307.692.300;13;407.0;3;
/about;20130104;0;2;20.0;2;40.0;2;
/about;20130106;0;3;20.333.333.333.333.300;4;61.0;4;
/about;20130107;0;5;170.0;9;1190.0;5;
/about;20130108;3;3;21.0;4;21.0;4;
/about;20130109;1;4;0.0;4;0.0;4;
/about;20130110;1;6;33.0;7;132.0;6;
/about;20130111;1;3;27.25;5;109.0;3;
/about;20130112;1;1;16.0;1;16.0;1;
/about;20130113;1;3;7.5;3;15.0;3;
/about;20130114;1;1;0.0;1;0.0;1;
/about;20130115;1;3;10.0;4;30.0;3;
/about;20130116;2;8;7.844.444.444.444.440;11;706.0;8;
/about;20130117;1;7;96.75;9;387.0;7;
/about;20130118;1;3;38.0;3;38.0;3;
/about;20130120;0;2;24.8;5;124.0;2;
/about;20130121;0;2;166.0;2;166.0;2;
/about;20130122;1;2;0.0;2;0.0;2;
/about;20130123;1;8;46.5;12;372.0;8;
/about;20130124;0;6;122.125;9;977.0;6;
/about;20130125;0;13;28.615.384.615.384.600;14;372.0;13;
/about;20130126;1;14;20.572.727.272.727.200;17;2263.0;14;
/about;20130127;1;7;26.666.666.666.666.600;8;160.0;7;
/about;20130128;0;6;12.666.666.666.666.600;11;114.0;6;
/about;20130129;0;13;27.583.333.333.333.300;15;331.0;13;
/about;20130130;0;4;239.25;5;957.0;4;
/about;20130131;0;6;52.5;7;210.0;6;
/about;20130201;0;12;18.0;12;90.0;12;
/about;20130202;0;6;101.25;8;810.0;6;
/about;20130203;0;11;1.004.375;19;1607.0;11;
/about;20130204;0;9;11.538.888.888.888.800;19;2077.0;10;
/about;20130205;8;13;32.5;16;260.0;14;
/about;20130206;2;6;49.5;6;198.0;6;
/about;20130207;1;11;18.266.666.666.666.600;16;274.0;11;
/about;20130208;0;6;15.666.666.666.666.600;6;47.0;6;
/about;20130209;1;5;28.571.428.571.428.500;7;200.0;5;
/about;20130210;2;6;47.0;6;188.0;6;
/about;20130211;1;5;28.875;8;231.0;5;
/about;20130212;0;3;1618.0;3;1618.0;3;
/about;20130213;1;6;75.6;8;378.0;6;
/about;20130214;1;6;157.5;8;945.0;6;
/about;20130215;0;4;20.5;4;41.0;4;
/about;20130216;2;7;36.5;7;219.0;7;
/about;20130217;1;6;42.4;9;212.0;6;
/about;20130218;1;8;5.044.444.444.444.440;11;454.0;8;
/about;20130219;2;9;88.375;12;707.0;9;
/about;20130220;0;6;11.366.666.666.666.600;6;341.0;6;
/about;20130221;0;2;57.0;3;57.0;2;
/about;20130222;2;19;47.4;22;711.0;19;
/about;20130223;0;5;43.0;5;129.0;5;
/about;20130224;0;7;44.0;7;264.0;7;
/about;20130225;7;11;20.5;11;82.0;11;
/about;20130226;0;9;9.133.333.333.333.330;12;548.0;9;
/about;20130227;0;6;32.25;6;129.0;6;
/about;20130228;0;10;18.0;14;162.0;10;
/about;20130301;1;6;77.0;6;154.0;6;
/about;20130302;1;1;0.0;1;0.0;1;
/about;20130303;1;6;17.6;6;88.0;6;
/about;20130304;2;7;56.5;13;565.0;7;
/about;20130305;1;4;11.0;4;33.0;4;
/about;20130306;2;4;156.0;4;312.0;4;
/about;20130307;0;6;24.333.333.333.333.300;6;146.0;6;
/about;20130308;0;2;13.333.333.333.333.300;3;40.0;2;
/about;20130309;0;3;27.5;3;55.0;3;
/about;20130310;1;7;25.428.571.428.571.400;12;178.0;7;
/about;20130311;2;5;61.0;6;183.0;5;
/about;20130312;0;8;58.333.333.333.333.300;10;350.0;8;
/about;20130313;0;7;3.257.142.857.142.850;8;228.0;7;
/about;20130314;0;2;19.0;2;19.0;2;
/about;20130315;0;1;51.0;2;102.0;1;
/about;20130316;1;6;34.6;9;173.0;6;
/about;20130317;1;2;30.0;2;60.0;2;
/about;20130318;1;8;93.2;10;466.0;8;
/about;20130319;1;6;244.0;9;1220.0;6;
/about;20130320;0;8;19.125;11;153.0;9;
/about;20130321;0;5;59.0;5;236.0;5;
/about;20130322;0;7;49.4;7;247.0;7;
/about;20130323;2;6;17.428.571.428.571.400;8;122.0;7;
/about;20130324;0;6;10.0;8;80.0;6;
/about;20130325;0;6;40.5;8;243.0;7;
/about;20130326;0;9;11.538.461.538.461.500;15;1500.0;10;
/about;20130327;0;11;27.0;13;243.0;11;
/about;20130328;1;11;36.916.666.666.666.600;15;443.0;11;
/about;20130329;0;4;13.5;4;27.0;4;
/about;20130330;0;2;90.5;3;181.0;2;
/about;20130331;0;1;0.0;1;0.0;1;
/about;20130401;0;4;48.25;7;193.0;4;
/about;20130402;0;6;12.5;6;50.0;6;
/about;20130403;1;6;25.0;8;100.0;6;
/about;20130404;0;5;7.857.142.857.142.850;8;550.0;5;
/about;20130405;2;3;9.533.333.333.333.330;5;286.0;4;
/about;20130407;0;4;26.333.333.333.333.300;4;79.0;4;
/about;20130408;1;7;19.466.666.666.666.600;10;1168.0;8;
/about;20130409;1;4;112.375;8;899.0;4;
/about;20130410;0;2;10.533.333.333.333.300;4;316.0;2;
/about;20130411;1;7;27.666.666.666.666.600;7;83.0;7;
/about;20130412;0;6;112.2;8;561.0;7;
/about;20130413;0;3;0.0;3;0.0;3;
/about;20130414;1;4;17.633.333.333.333.300;4;529.0;4;
/about;20130415;0;4;61.5;4;123.0;4;
/about;20130416;2;10;37.166.666.666.666.600;13;223.0;11;
/about;20130417;1;4;3.444.444.444.444.440;12;310.0;6;
/about;20130418;0;1;56.0;1;56.0;1;
/about;20130419;1;8;26.75;8;107.0;8;
/about;20130420;1;4;139.0;5;695.0;4;
/about;20130421;0;2;33.666.666.666.666.600;3;101.0;2;
/about;20130422;0;4;97.75;4;391.0;4;
/about;20130423;0;5;13.8;6;69.0;5;
/about;20130424;0;3;149.6;5;748.0;4;
/about;20130425;0;3;19.233.333.333.333.300;4;577.0;3;
/about;20130426;1;4;2.0;4;2.0;4;
/about;20130427;0;3;22.428.571.428.571.400;7;157.0;3;
/about;20130428;2;6;70.6;7;353.0;7;
/about;20130429;0;2;23.333.333.333.333.300;5;70.0;3;
/about;20130430;0;6;41.666.666.666.666.600;6;125.0;6;
/about;20130501;0;4;27.5;7;110.0;5;
/about;20130502;2;8;51.125;19;818.0;9;
/about;20130503;1;3;21.0;3;42.0;3;
/about;20130504;1;2;0.0;2;0.0;2;
/about;20130505;0;4;12.4;5;62.0;4;
/about;20130506;0;2;32.5;2;65.0;2;
/about;20130507;0;2;3.0;2;3.0;2;
/about;20130508;0;3;171.0;3;513.0;3;
/about;20130509;1;3;11.233.333.333.333.300;4;337.0;3;
/about;20130510;0;4;4.0;5;12.0;4;
/about;20130511;0;3;18.0;3;18.0;3;
/about;20130512;0;1;36.0;1;36.0;1;
/about;20130513;0;6;36.666.666.666.666.600;9;220.0;7;
/about;20130514;0;5;84.6;7;423.0;5;
/about;20130515;0;6;29.25;9;234.0;6;
/about;20130516;1;3;85.0;4;170.0;3;
/about;20130517;0;3;55.0;6;275.0;3;
/about;20130518;1;1;0.0;1;0.0;1;
/about;20130519;0;2;14.0;2;28.0;2;
/about;20130521;0;1;33.5;2;67.0;1;
/about;20130522;0;1;46.0;2;92.0;1;
/about;20130523;1;5;31.0;5;93.0;5;
/about;20130524;0;7;30.25;11;242.0;7;
/about;20130525;0;4;12.0;5;24.0;4;
/about;20130527;1;4;329.0;5;987.0;4;
/about;20130528;2;4;7.0;5;21.0;4;
/about;20130529;0;3;16.0;3;32.0;3;
/about;20130530;0;2;24.0;3;48.0;2;
/about;20130531;0;1;0.0;1;0.0;1;
/about;20130601;0;4;28.0;4;84.0;4;
/about;20130603;1;1;0.0;1;0.0;1;
/about;20130604;1;7;139.75;7;559.0;7;
/about;20130605;0;11;43.0;18;559.0;12;
/about;20130606;0;3;19.0;3;38.0;3;
/about;20130607;1;6;16.1;10;161.0;6;
/about;20130608;0;1;0.0;1;0.0;1;
/about;20130609;0;2;56.5;3;113.0;2;
/about;20130610;3;8;25.0;9;125.0;8;
/about;20130611;0;2;6.5;2;13.0;2;
/about;20130612;1;6;16.142.857.142.857.100;10;113.0;6;
/about;20130613;1;6;346.8;7;1734.0;6;
/about;20130614;0;2;13.5;4;54.0;2;
/about;20130615;0;3;20.625;9;165.0;3;
/about;20130616;1;1;0.0;1;0.0;1;
/about;20130617;0;12;13.408.333.333.333.300;15;1609.0;12;
/about;20130618;1;2;11.0;2;11.0;2;
/about;20130619;0;2;45.5;2;91.0;2;
/about;20130620;0;3;154.5;4;309.0;4;
/about;20130622;0;1;44.0;2;44.0;1;
/about;20130623;0;2;15.75;4;63.0;2;
/about;20130624;0;2;0.0;2;0.0;2;
/about;20130625;1;5;21.833.333.333.333.300;8;131.0;5;
/about;20130626;1;6;15.8;8;79.0;6;
/about;20130627;0;4;19.333.333.333.333.300;4;58.0;4;
/about;20130628;1;6;9.342.857.142.857.140;8;654.0;6;
/about;20130629;0;2;18.0;2;36.0;2;
/about;20130701;0;2;161.0;3;322.0;2;
/about;20130702;0;4;46.0;4;138.0;4;
/about;20130703;0;1;55.0;1;55.0;1;
/about;20130704;2;2;6.0;3;6.0;3;
/about;20130705;0;2;174.0;2;174.0;2;
/about;20130707;0;3;7.5;4;15.0;3;
/about;20130708;0;4;24.0;10;240.0;4;
/about;20130709;2;4;5.333.333.333.333.330;7;32.0;4;
/about;20130710;0;5;22.5;5;90.0;5;
/about;20130711;0;3;6.666.666.666.666.660;3;20.0;3;
/about;20130712;0;2;28.714.285.714.285.700;8;201.0;2;
/about;20130713;0;1;52.0;1;52.0;1;
/about;20130714;3;4;0.0;4;0.0;4;
/about;20130715;0;2;6.75;4;27.0;2;
/about;20130716;0;5;9.75;6;39.0;5;
/about;20130717;0;1;91.0;1;91.0;1;
/about;20130718;0;2;25.5;2;51.0;2;
/about;20130719;0;2;25.5;2;51.0;2;
/about;20130720;0;3;8.0;3;16.0;3;
/about;20130721;0;3;255.25;4;1021.0;3;
/about;20130722;0;5;9.75;6;39.0;5;
/about;20130723;0;4;13.8;7;69.0;4;
/about;20130724;3;10;3.442.857.142.857.140;11;241.0;10;
/about;20130725;2;4;20.5;4;41.0;4;
/about;20130726;0;3;23.0;3;23.0;3;
/about;20130727;1;4;7.0;4;14.0;4;
/about;20130729;0;3;23.0;3;46.0;3;
/about;20130730;1;3;39.0;4;117.0;3;
/about;20130731;1;1;0.0;1;0.0;1;
/about;20130801;1;4;50.666.666.666.666.600;4;152.0;4;
/about;20130803;0;1;2.0;1;2.0;1;
/about;20130804;1;4;199.0;4;597.0;4;
/about;20130805;1;8;51.2;9;256.0;8;
/about;20130806;1;4;24.666.666.666.666.600;4;74.0;4;
/about;20130807;0;3;67.5;3;135.0;3;
/about;20130809;0;1;12.5;4;50.0;1;
/about;20130810;0;1;0.0;1;0.0;1;
/about;20130811;0;2;68.0;2;136.0;2;
/about;20130812;0;6;25.75;9;206.0;8;
/about;20130813;1;3;6.333.333.333.333.330;4;19.0;4;
/about;20130814;0;1;7.0;1;7.0;1;
/about;20130815;0;6;22.75;6;91.0;6;
/about;20130816;0;2;6.0;2;6.0;2;
/about;20130817;0;1;0.0;1;0.0;1;
/about;20130818;0;1;24.5;2;49.0;1;
/about;20130819;0;5;35.111.111.111.111.100;10;316.0;5;
/about;20130820;0;1;0.0;1;0.0;1;
/about;20130821;2;2;0.0;2;0.0;2;
/about;20130822;4;9;12.0;11;48.0;9;
/about;20130823;0;3;44.0;5;132.0;4;
/about;20130825;1;2;27.5;2;55.0;2;
/about;20130826;2;5;26.0;6;52.0;6;
/about;20130827;0;2;2.5;4;10.0;2;
/about;20130828;0;5;39.25;5;157.0;5;
/about;20130829;0;6;50.111.111.111.111.100;12;451.0;6;
/about;20130830;0;4;28.0;5;112.0;4;
/about;20130901;0;1;11.0;2;22.0;1;
/about;20130902;0;2;4.25;5;17.0;3;
/about;20130903;1;5;18.0;7;90.0;5;
/about;20130904;0;4;9.5;4;19.0;4;
/about;20130905;0;2;16.333.333.333.333.300;3;49.0;2;
/about;20130906;0;3;25.0;3;50.0;3;
/about;20130907;1;3;42.0;3;42.0;3;
/about;20130908;1;3;39.6;7;198.0;3;
/about;20130909;0;2;18.0;2;36.0;2;
/about;20130910;1;6;12.5;6;25.0;6;
/about.en;20091013;0;4;24.5;4;49.0;4;
/about.en;20091024;0;1;18.0;1;18.0;1;
/about.en;20091030;0;1;36.0;1;36.0;1;
/about.en;20091106;0;4;35.166.666.666.666.600;6;211.0;4;
/about.en;20091107;0;1;0.0;1;0.0;1;
/about.en;20091117;0;1;4.0;1;4.0;1;
/about.en;20091201;0;1;12.933.333.333.333.300;4;388.0;1;
/about.en;20091218;0;1;0.0;1;0.0;1;
/about.en;20100123;0;1;3.0;2;3.0;1;
/about.en;20100126;0;2;144.0;2;144.0;2;
/about.en;20100128;0;1;475.0;2;950.0;2;
/about.en;20100129;0;1;45.0;2;90.0;1;
/about.en;20100131;12;12;7.153.846.153.846.150;19;930.0;13;
/about.en;20100201;6;6;20.333.333.333.333.300;8;61.0;8;
/about.en;20100203;0;1;8.0;1;8.0;1;
/about.en;20100205;1;1;0.0;1;0.0;1;
/about.en;20100207;4;1;0.0;4;0.0;4;
/about.en;20100209;0;1;0.0;1;0.0;1;
/about.en;20100210;0;1;6.0;1;6.0;1;
/about.en;20100217;0;2;200.5;2;401.0;2;
/about.en;20100218;0;1;241.5;3;483.0;1;
/about.en;20100219;1;2;15.0;2;15.0;2;
/about.en;20100301;0;1;0.0;1;0.0;1;
/about.en;20100305;0;1;16.0;1;16.0;1;
/about.en;20100320;0;1;0.0;1;0.0;1;
/about.en;20100323;0;2;36.0;3;108.0;2;
/about.en;20100331;0;1;0.0;1;0.0;1;
/about.en;20100406;0;1;17.0;1;17.0;1;
/about.en;20100407;1;1;0.0;1;0.0;1;
/about.en;20100408;1;2;69.0;3;207.0;2;
/about.en;20100412;0;1;90.75;4;363.0;2;
/about.en;20100413;0;2;4.0;4;16.0;2;
/about.en;20100414;0;1;0.0;1;0.0;1;
/about.en;20100423;0;1;21.0;1;21.0;1;
/about.en;20100513;1;2;0.0;2;0.0;2;
/about.en;20100516;2;2;194.5;2;389.0;2;
/about.en;20100517;1;3;51.5;5;103.0;3;
/about.en;20100518;2;2;92.0;2;92.0;2;
/about.en;20100521;1;1;91.0;1;91.0;1;
/about.en;20100601;0;1;44.0;1;44.0;1;
/about.en;20100608;0;1;316.0;1;316.0;1;
/about.en;20100609;0;1;220.0;1;220.0;1;
/about.en;20100610;0;1;62.5;2;125.0;1;
/about.en;20100614;0;1;6.5;2;13.0;1;
/about.en;20100618;0;1;0.0;1;0.0;1;
/about.en;20100622;2;2;7.0;3;7.0;2;
/about.en;20100623;0;1;13.0;1;13.0;1;
/about.en;20100707;0;1;70.0;1;70.0;1;
/about.en;20100711;0;1;42.5;2;85.0;1;
/about.en;20100713;1;2;0.0;2;0.0;2;
/about.en;20100729;1;1;73.0;1;73.0;1;
/about.en;20100730;0;2;14.666.666.666.666.600;3;44.0;2;
/about.en;20100805;0;1;13.0;1;13.0;1;
/about.en;20100814;0;1;0.0;1;0.0;1;
/about.en;20100825;0;1;9.5;3;19.0;1;
/about.en;20100903;0;1;0.0;1;0.0;1;
/about.en;20100910;0;1;5.0;1;5.0;1;
/about.en;20100913;0;1;17.0;1;17.0;1;
/about.en;20100919;0;1;14.5;2;29.0;1;
/about.en;20100922;0;1;6.0;1;6.0;1;
/about.en;20100923;0;1;33.0;1;33.0;1;
/about.en;20100930;0;1;9.0;1;9.0;1;
/about.en;20101008;0;3;349.0;6;1396.0;4;
/about.en;20101009;0;1;58.0;2;58.0;1;
/about.en;20101010;0;2;96.5;2;193.0;2;
/about.en;20101011;0;2;375.5;3;751.0;2;
/about.en;20101014;0;1;3.0;2;3.0;1;
/about.en;20101018;0;1;22.0;2;44.0;1;
/about.en;20101023;0;1;629.0;1;629.0;1;
/about.en;20101026;0;1;0.0;1;0.0;1;
/about.en;20101102;0;2;5.0;2;5.0;2;
/about.en;20101110;0;1;0.0;1;0.0;1;
/about.en;20101112;0;2;25.5;2;51.0;2;
/about.en;20101115;0;1;26.0;1;26.0;1;
/about.en;20101117;0;2;115.0;5;460.0;3;
/about.en;20101118;0;3;362.0;5;1810.0;3;
/about.en;20101130;0;1;6.0;1;6.0;1;
/about.en;20101207;0;1;293.0;1;293.0;1;
